하라, 91, 154
하바, 85, 187
타나, 95, 166
바마, 53, 165
하파, 86, 169
카카, 97, 198
자다, 64, 184
타나, 49, 186
라아, 41, 169
하가, 43, 189
타다, 94, 179
나차, 51, 194
나라, 89, 165
차자, 67, 157
바타, 72, 160
파하, 88, 188
파아, 60, 140
파사, 65, 182
라사, 93, 180
마카, 63, 170
나바, 56, 187
타다, 87, 161
자차, 55, 149
다파, 95, 149
파다, 61, 190
마라, 87, 199
차라, 50, 193
바마, 41, 164
카나, 86, 140
가차, 74, 147
타가, 52, 147
라사, 46, 168
파다, 57, 156
나차, 54, 141
가다, 83, 166
나하, 49, 163
사나, 78, 157
사나, 91, 190
나파, 96, 160
아가, 76, 163
사타, 70, 153
나파, 66, 196
다차, 46, 161
나타, 70, 161
바아, 47, 190
가파, 92, 167
마차, 74, 152
자하, 78, 167
다가, 56, 149
자타, 78, 174
다카, 47, 191
카라, 75, 145
아라, 71, 152
라라, 43, 176
자아, 47, 160
타사, 47, 185
아타, 74, 171
카하, 84, 170
타나, 95, 195
바다, 47, 191
라차, 54, 171
다카, 92, 141
나하, 93, 179
다차, 94, 193
자카, 94, 183
사가, 57, 152
차차, 68, 161
가나, 55, 169
나마, 81, 198
아타, 97, 189
하카, 69, 170
타파, 83, 167
타라, 69, 171
나다, 47, 160
하하, 84, 178
차타, 52, 165
차마, 94, 157
마라, 64, 178
자자, 76, 144
차바, 48, 144
사차, 57, 167
라차, 81, 157
아나, 41, 174
카자, 79, 149
자사, 81, 184
다나, 75, 175
차카, 46, 193
바카, 69, 171
하사, 90, 181
라카, 88, 142
차가, 64, 180
바하, 69, 147
라사, 59, 191
사카, 56, 180
자하, 83, 177
라카, 76, 171
가카, 57, 188
카사, 92, 174
하라, 92, 183
하나, 69, 199
마차, 56, 189
차마, 99, 184
차바, 53, 167
다카, 92, 141
카타, 50, 157
나아, 65, 150
라가, 60, 168
라마, 64, 183
타하, 84, 174
사아, 94, 185
파파, 86, 150
사가, 81, 186
마마, 81, 193
카마, 58, 144
차타, 93, 158
가바, 60, 168
가하, 95, 167
나가, 43, 160
타아, 90, 145
가아, 46, 167
타하, 81, 152
나아, 78, 199
차자, 86, 185
하가, 65, 197
하파, 46, 172
바바, 64, 146
다타, 66, 183
바아, 81, 156
나라, 73, 185
하마, 44, 189
타라, 81, 164
카나, 53, 169
차다, 55, 198
타마, 48, 165
사가, 48, 149
자자, 63, 164
아아, 79, 182
차나, 89, 189
사자, 81, 193
다카, 82, 181
나파, 67, 184
자나, 90, 146
가자, 86, 180
자나, 62, 185
자라, 91, 178
아다, 42, 156
파가, 67, 154
다나, 41, 192
사가, 91, 179
마하, 91, 158
가다, 66, 163
다마, 54, 154
자라, 91, 180
마하, 76, 154
아파, 56, 170
카마, 49, 189
카카, 40, 141
자카, 84, 142
마다, 42, 165
카사, 96, 171
마마, 63, 158
카나, 82, 164
차바, 48, 165
나아, 82, 145
차바, 84, 145
마나, 51, 158
가타, 88, 171
가라, 92, 160
아하, 90, 179
사사, 54, 165
라차, 62, 161
하바, 53, 165
다아, 46, 156
가차, 97, 157
마마, 84, 185
사카, 79, 147
타하, 53, 194
라파, 58, 159
바타, 80, 160
타아, 46, 176
타파, 90, 187
카라, 48, 170
나나, 77, 176
사아, 58, 199
다자, 45, 151
차하, 76, 150
나차, 72, 193
사라, 45, 192
라파, 68, 164
바사, 58, 193
가파, 79, 182
자마, 91, 195
아사, 71, 150
사마, 65, 180
타나, 64, 183
파나, 59, 190
카타, 45, 187
카가, 62, 151
라차, 76, 187
하가, 64, 168
라타, 67, 173
아타, 79, 140
바자, 62, 184
바가, 58, 190
타바, 72, 170
다카, 55, 151
바파, 68, 145
가파, 40, 193
하라, 42, 174
차파, 56, 144
바가, 84, 161
차다, 72, 152
가자, 68, 175
다타, 58, 163
하마, 63, 195
가하, 81, 148
차자, 79, 165
라차, 96, 198
사타, 83, 146
아하, 64, 196
타카, 65, 147
사라, 84, 172
파바, 74, 192
카바, 98, 173
마사, 73, 193
카자, 99, 193
타하, 93, 181
나아, 87, 188
타하, 84, 154
카하, 87, 185
타하, 62, 166
파하, 60, 174
차타, 44, 151
하하, 75, 179
나하, 60, 186
마마, 99, 147
하자, 90, 165
아타, 97, 142
가라, 69, 141
아다, 81, 170
아마, 69, 143
하나, 60, 171
타파, 82, 145
사다, 47, 195
차라, 44, 191
하바, 60, 184
마파, 85, 142
마라, 95, 162
마파, 50, 180
카마, 81, 185
마자, 57, 141
마아, 44, 181
타사, 64, 142
카하, 94, 161
차바, 74, 157
하라, 56, 160
가타, 96, 149
하사, 84, 179
나다, 85, 142
자가, 54, 185
마카, 86, 186
가카, 80, 179
차나, 98, 156
다마, 58, 190
차마, 83, 159
자사, 88, 162
하타, 49, 146
하카, 45, 167
사사, 65, 195
사라, 93, 197
타타, 92, 185
가파, 46, 168
사차, 79, 162
카다, 57, 151
바타, 81, 140
카자, 55, 148
마다, 97, 156
차다, 73, 193
타다, 56, 181
나마, 54, 175
다하, 78, 142
자사, 72, 180
아차, 59, 141
파사, 44, 144
가마, 86, 185
하타, 45, 173
카라, 57, 148
가마, 55, 171
자다, 69, 198
바아, 75, 173
바다, 83, 176
마자, 83, 176
가하, 45, 140
마마, 92, 155
하타, 62, 167
바파, 50, 140
하아, 90, 147
다라, 85, 145
파아, 64, 149
나아, 49, 186
다카, 52, 147
타다, 40, 142
나아, 40, 168
바카, 50, 190
카자, 90, 169
나하, 49, 144
나다, 46, 145
다자, 83, 177
아하, 63, 172
사다, 95, 149
아카, 52, 159
파사, 69, 144
차라, 47, 162
다타, 69, 176
가파, 93, 150
차사, 93, 156
라다, 69, 172
사차, 59, 141
자파, 80, 166
아라, 78, 165
사다, 92, 159
하다, 93, 182
바라, 79, 177
파가, 60, 167
바사, 50, 167
나사, 60, 144
사나, 48, 198
나다, 92, 153
가타, 83, 188
카타, 85, 146
자카, 82, 157
사차, 85, 165
라하, 97, 150
가바, 50, 186
차바, 89, 144
나카, 95, 173
바아, 65, 172
차나, 83, 189
가카, 42, 180
파아, 67, 183
다아, 46, 179
카다, 63, 179
라하, 83, 151
자파, 43, 164
라다, 50, 181
자사, 84, 156
카카, 98, 150
파라, 73, 179
바타, 88, 156
자카, 87, 148
카가, 44, 157
카아, 54, 157
라사, 99, 195
차카, 76, 144
다아, 73, 150
가나, 90, 154
파파, 61, 152
다아, 51, 173
하타, 58, 195
라카, 50, 169
아파, 92, 156
타다, 96, 146
바다, 42, 188
자파, 99, 164
카파, 73, 179
하마, 51, 155
파나, 90, 169
라하, 98, 184
자나, 98, 147
나나, 81, 172
사다, 86, 156
파카, 72, 155
사바, 69, 145
바하, 56, 176
라나, 44, 151
라카, 85, 165
마마, 92, 197
라파, 61, 141
라사, 96, 145
다차, 51, 170
파나, 51, 197
차마, 92, 154
바아, 94, 140
사다, 80, 180
하사, 78, 198
사차, 93, 188
가차, 53, 161
나파, 94, 174
카마, 55, 182
나카, 86, 164
바나, 49, 147
마자, 70, 144
다파, 91, 153
나타, 92, 164
마다, 67, 144
자마, 77, 140
다카, 72, 165
가자, 94, 154
아카, 68, 154
바마, 54, 185
타가, 77, 176
다카, 65, 146
하가, 97, 182
차파, 61, 196
카카, 86, 175
라라, 54, 181
타마, 41, 190
다다, 95, 169
마타, 61, 146
차가, 81, 156
하자, 54, 154
사다, 56, 152
다다, 79, 143
파가, 72, 143
바카, 43, 179
카사, 62, 143
카나, 40, 186
가카, 46, 142
아아, 51, 172
아하, 78, 141
파사, 95, 154
하차, 83, 147
바바, 99, 156
바나, 43, 186
자자, 49, 163
나바, 66, 193
파파, 51, 168
타사, 94, 163
아다, 43, 196
나가, 66, 190
타사, 48, 185
사자, 72, 196
나바, 43, 172
바카, 56, 172
차가, 95, 159
마자, 57, 174
다나, 60, 164
파타, 73, 158
사자, 46, 198
사나, 64, 197
사나, 90, 182
바마, 77, 189
라바, 74, 182
차자, 42, 189
카타, 86, 182
다하, 92, 153
카차, 64, 182
나사, 56, 150
다자, 80, 150
사타, 66, 184
카하, 94, 192
다나, 80, 159
자차, 89, 160
나하, 98, 181
카타, 60, 164
라차, 95, 191
카다, 49, 154
라가, 44, 144
가바, 98, 187
마자, 66, 197
가차, 50, 193
사다, 91, 184
가타, 51, 145
하아, 83, 152
다가, 41, 163
카아, 63, 186
바차, 75, 162
자차, 42, 165
가라, 65, 185
바자, 46, 143
바타, 56, 177
가나, 55, 166
가타, 99, 191
차다, 62, 186
마카, 74, 196
하타, 77, 149
나사, 91, 186
타마, 58, 159
자아, 44, 194
사타, 91, 145
마차, 99, 186
카타, 68, 164
마하, 46, 177
나하, 78, 178
마라, 79, 191
아바, 75, 188
하카, 60, 157
아차, 87, 175
가자, 99, 143
마라, 63, 177
마바, 55, 156
타라, 49, 193
마마, 43, 144
다바, 96, 148
라타, 50, 144
가라, 87, 158
파차, 91, 152
차자, 81, 197
타카, 58, 140
바파, 97, 173
카다, 42, 154
차카, 72, 141
사사, 72, 172
다나, 49, 195
카자, 70, 156
자하, 52, 166
차아, 75, 190
카나, 94, 158
타가, 87, 155
마바, 53, 188
아마, 61, 190
타차, 93, 157
가카, 84, 159
다나, 84, 184
마차, 53, 171
라마, 67, 186
차타, 45, 170
마파, 75, 142
바차, 52, 156
자자, 94, 154
사타, 85, 180
다자, 85, 174
자파, 85, 141
카카, 61, 186
타자, 48, 194
자카, 63, 153
마파, 51, 147
다라, 56, 175
아라, 41, 189
마마, 77, 189
타다, 90, 186
차차, 71, 191
가하, 95, 178
가타, 55, 192
나마, 90, 148
다파, 59, 157
나바, 92, 190
아바, 60, 142
